16, 11, 11, 16, 23, 27, 31, 30
11, 12, 12, 15, 20, 23, 23, 30
11, 12, 13, 16, 23, 26, 35, 47
16, 15, 16, 23, 26, 37, 47, 64
23, 20, 23, 26, 39, 51, 64, 64
27, 23, 26, 37, 51, 64, 64, 64
31, 23, 35, 47, 64, 64, 64, 64
30, 30, 47, 64, 64, 64, 64, 64
