34, 51, 52, 34, 20, 20, 17, 17
51, 38, 24, 14, 14, 12, 12, 12
52, 24, 14, 14, 12, 12, 12, 12
34, 14, 14, 12, 12, 12, 12, 12
20, 14, 12, 12, 12, 12, 12, 12
20, 12, 12, 12, 12, 12, 12, 12
17, 12, 12, 12, 12, 12, 12, 12
17, 12, 12, 12, 12, 12, 12, 12
